dataset	tissue	stage	percentile	value	unit	n_genes
E-MTAB-6814	forebrain	10 week post conception	0	0.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	1	0.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	2	0.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	3	0.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	4	0.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	5	0.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	6	0.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	7	0.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	8	0.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	9	0.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	10	0.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	11	0.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	12	0.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	13	0.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	14	0.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	15	0.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	16	0.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	17	0.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	18	0.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	19	0.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	20	0.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	21	0.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	22	0.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	23	0.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	24	0.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	25	0.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	26	0.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	27	0.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	28	0.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	29	0.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	30	0.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	31	0.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	32	0.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	33	0.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	34	0.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	35	0.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	36	0.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	37	0.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	38	0.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	39	0.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	40	0.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	41	0.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	42	0.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	43	0.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	44	0.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	45	0.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	46	0.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	47	0.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	48	0.1	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	49	0.1	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	50	0.1	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	51	0.2	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	52	0.2	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	53	0.2	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	54	0.3	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	55	0.3	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	56	0.4	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	57	0.4	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	58	0.5	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	59	0.6	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	60	0.6	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	61	0.7	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	62	0.8	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	63	0.9	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	64	1.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	65	1.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	66	1.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	67	1.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	68	2.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	69	2.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	70	2.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	71	2.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	72	3.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	73	3.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	74	4.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	75	4.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	76	5.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	77	6.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	78	7.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	79	8.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	80	9.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	81	11.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	82	13.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	83	15.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	84	17.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	85	19.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	86	22.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	87	25.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	88	28.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	89	32.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	90	36.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	91	40.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	92	46.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	93	52.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	94	60.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	95	70.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	96	83.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	97	104.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	98	139.0	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	99	236.66	tpm	58735
E-MTAB-6814	forebrain	10 week post conception	100	12026.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	0	0.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	1	0.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	2	0.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	3	0.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	4	0.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	5	0.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	6	0.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	7	0.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	8	0.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	9	0.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	10	0.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	11	0.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	12	0.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	13	0.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	14	0.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	15	0.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	16	0.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	17	0.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	18	0.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	19	0.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	20	0.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	21	0.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	22	0.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	23	0.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	24	0.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	25	0.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	26	0.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	27	0.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	28	0.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	29	0.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	30	0.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	31	0.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	32	0.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	33	0.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	34	0.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	35	0.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	36	0.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	37	0.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	38	0.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	39	0.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	40	0.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	41	0.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	42	0.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	43	0.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	44	0.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	45	0.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	46	0.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	47	0.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	48	0.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	49	0.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	50	0.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	51	0.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	52	0.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	53	0.1	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	54	0.1	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	55	0.1	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	56	0.2	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	57	0.2	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	58	0.2	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	59	0.3	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	60	0.3	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	61	0.4	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	62	0.5	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	63	0.6	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	64	0.7	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	65	0.8	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	66	0.9	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	67	1.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	68	1.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	69	1.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	70	2.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	71	2.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	72	2.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	73	3.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	74	3.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	75	4.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	76	4.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	77	5.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	78	6.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	79	7.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	80	8.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	81	10.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	82	12.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	83	14.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	84	16.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	85	18.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	86	20.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	87	23.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	88	26.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	89	30.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	90	34.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	91	38.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	92	44.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	93	50.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	94	57.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	95	68.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	96	81.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	97	103.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	98	140.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	99	239.0	tpm	58735
E-MTAB-6814	forebrain	11 week post conception	100	11952.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	0	0.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	1	0.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	2	0.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	3	0.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	4	0.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	5	0.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	6	0.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	7	0.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	8	0.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	9	0.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	10	0.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	11	0.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	12	0.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	13	0.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	14	0.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	15	0.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	16	0.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	17	0.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	18	0.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	19	0.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	20	0.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	21	0.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	22	0.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	23	0.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	24	0.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	25	0.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	26	0.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	27	0.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	28	0.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	29	0.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	30	0.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	31	0.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	32	0.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	33	0.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	34	0.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	35	0.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	36	0.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	37	0.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	38	0.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	39	0.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	40	0.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	41	0.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	42	0.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	43	0.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	44	0.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	45	0.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	46	0.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	47	0.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	48	0.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	49	0.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	50	0.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	51	0.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	52	0.1	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	53	0.1	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	54	0.2	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	55	0.2	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	56	0.3	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	57	0.3	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	58	0.4	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	59	0.5	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	60	0.5	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	61	0.6	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	62	0.7	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	63	0.8	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	64	0.9	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	65	1.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	66	1.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	67	1.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	68	1.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	69	2.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	70	2.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	71	2.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	72	2.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	73	3.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	74	3.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	75	4.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	76	4.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	77	5.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	78	6.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	79	6.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	80	8.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	81	9.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	82	10.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	83	12.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	84	14.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	85	16.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	86	18.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	87	21.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	88	25.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	89	28.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	90	32.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	91	37.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	92	42.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	93	48.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	94	56.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	95	67.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	96	81.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	97	101.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	98	136.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	99	222.0	tpm	58735
E-MTAB-6814	forebrain	12 week post conception	100	20643.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	0	0.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	1	0.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	2	0.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	3	0.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	4	0.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	5	0.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	6	0.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	7	0.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	8	0.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	9	0.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	10	0.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	11	0.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	12	0.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	13	0.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	14	0.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	15	0.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	16	0.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	17	0.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	18	0.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	19	0.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	20	0.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	21	0.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	22	0.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	23	0.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	24	0.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	25	0.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	26	0.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	27	0.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	28	0.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	29	0.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	30	0.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	31	0.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	32	0.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	33	0.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	34	0.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	35	0.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	36	0.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	37	0.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	38	0.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	39	0.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	40	0.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	41	0.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	42	0.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	43	0.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	44	0.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	45	0.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	46	0.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	47	0.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	48	0.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	49	0.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	50	0.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	51	0.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	52	0.1	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	53	0.1	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	54	0.1	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	55	0.2	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	56	0.2	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	57	0.2	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	58	0.3	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	59	0.3	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	60	0.4	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	61	0.4	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	62	0.5	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	63	0.6	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	64	0.7	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	65	0.8	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	66	0.9	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	67	1.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	68	1.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	69	1.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	70	2.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	71	2.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	72	2.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	73	3.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	74	3.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	75	4.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	76	4.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	77	5.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	78	6.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	79	7.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	80	8.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	81	9.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	82	11.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	83	13.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	84	15.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	85	17.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	86	19.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	87	22.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	88	25.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	89	28.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	90	31.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	91	36.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	92	40.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	93	46.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	94	54.0	tpm	58735
E-MTAB-6814	forebrain	13 week post conception	95	63.0	tpm	58735
